t_sec,ABack_x,ABack_y,ABack_z
560.69,0.551758,-0.90625,0.860352
560.7,0.468262,-0.833984,0.535645
560.71,0.342773,-0.571777,0.274414
560.72,0.081543,-0.214844,0.275391
560.73,-0.152344,-0.059082,-0.05957
560.74,-0.278809,-0.035645,-0.291992
560.75,-0.354492,0.174316,-0.069824
560.76,-0.481934,0.504883,0.300781
560.77,-0.633301,0.62207,0.554688
560.78,-0.587891,0.692871,0.904297
560.79,-0.505859,0.71582,1.297363
560.8,-0.333008,0.328613,1.284668
560.81,-0.045898,-0.162598,1.403809
560.82,0.117188,-0.42041,1.902832
560.83,0.205078,-0.503418,1.942871
560.84,0.283203,-0.421875,1.82959
560.85,0.279297,-0.34082,1.777832
560.86,0.344238,-0.289551,1.635254
560.87,0.407715,-0.366699,1.505859
560.88,0.429688,-0.509766,1.232422
560.89,0.439941,-0.593262,0.820313
560.9,0.4375,-0.53125,0.537598
560.91,0.425293,-0.280273,0.22168
560.92,0.390625,0.054199,0.070801
560.93,0.335938,0.335449,-0.113281
560.94,0.255859,0.45752,-0.172363
560.95,0.13916,0.620605,0.024414
560.96,-0.012207,0.782715,0.197754
560.97,-0.150391,0.891113,0.43457
560.98,-0.191895,1.012207,0.660156
560.99,-0.04834,0.915039,0.862305
561.0,0.043945,0.651855,0.970215
561.01,0.229492,0.458984,1.289063
561.02,0.486328,0.38623,1.697266
561.03,0.734863,0.224121,1.89209
561.04,0.826172,0.013184,1.990723
561.05,0.822754,-0.005371,1.966309
561.06,0.771484,-0.12207,1.937012
561.07,0.796387,-0.435059,1.796387
561.08,0.868652,-0.741211,1.519531
561.09,0.874512,-0.94043,1.369141
561.1,0.646973,-0.985352,1.046387
561.11,0.394043,-0.833008,0.567871
561.12,0.171875,-0.472168,0.132813
561.13,-0.039063,-0.180664,-0.132324
561.14,-0.265137,0.074707,-0.342773
561.15,-0.43457,0.27832,-0.333984
561.16,-0.550293,0.465332,-0.11377
561.17,-0.575195,0.558594,0.055664
561.18,-0.638672,0.669434,0.317383
561.19,-0.712891,0.772949,0.76416
561.2,-0.886719,0.831543,1.199707
561.21,-0.841309,0.532227,1.306152
561.22,-0.678711,0.024414,1.371582
561.23,-0.495605,-0.365234,1.750488
561.24,-0.248047,-0.526367,2.103516
561.25,0.09375,-0.57373,1.978027
561.26,0.212402,-0.626953,1.943848
561.27,0.386719,-0.725586,1.833496
561.28,0.441406,-0.815918,1.512207
561.29,0.60498,-0.975098,1.386719
561.3,0.693848,-1.041992,0.996582
561.31,0.722656,-0.797363,0.611816
561.32,0.7849682334195165,-0.48441862126710833,0.185941495953323
561.33,0.5396400274067075,-0.17024671179757023,-0.05744406799731483
561.34,0.3008726774756661,0.11051459136050568,-0.32516176203314073
561.35,0.21300972301247445,0.4957919886834996,-0.11005035981979716
561.36,0.18976439260362749,0.7584809506142667,0.013281574342195457
561.37,0.0303120263485665,0.8922741112083804,0.18159294108437996
561.38,-0.14572831346099752,0.9762247222341816,0.38762015045710957
561.39,-0.11822120714256912,0.9802346264580896,0.6739168618337907
561.4,-0.059716749999999985,0.8762392749999999,0.9692992500000001
561.41,-0.07512589500123523,0.6958150653717702,0.9873552164313989
561.42,0.1953107915818571,0.520418714887952,1.0973696447087298
561.43,0.49244155854497534,0.19624041392642655,1.2587960893679748
561.44,0.5689089644700445,-0.058414188540736336,1.5366374485690182
561.45,0.5687941279640121,-0.03840508052860894,1.6272928932425423
561.46,0.5147579249833355,0.10395873467757247,1.542605360942226
561.47,0.5341961445516105,-0.027566792945675662,1.4741520486958029
561.48,0.9046963480087044,-0.4226148895327198,1.4257636739744162
561.49,1.0749513,-0.7293156375,1.30972325
561.5,0.9574438685830641,-0.7867989966047231,1.0307067706569084
561.51,0.6592151729669723,-0.7230369330703773,0.8625933610027394
561.52,0.5022536292314875,-0.5488745626514043,0.42350985645270545
561.53,0.28705042583079987,-0.39787443741293593,0.10021367963185547
561.54,0.02069543622235409,-0.15046476414227872,-0.15302508614041765
561.55,-0.18307099655050962,0.08451329675639085,-0.3176592279636129
561.56,-0.42832240886101197,0.22362417787273045,-0.29343471295428875
561.57,-0.6050985989754315,0.40842071598132385,-0.11017472594164032
561.58,-0.610352,0.566406,0.066406
561.59,-0.583984,0.669922,0.212402
561.6,-0.598633,0.803223,0.695313
561.61,-0.718262,0.996582,1.318359
561.62,-0.649414,0.844238,1.294434
561.63,-0.681152,0.450195,1.439941
561.64,-0.556152,0.109863,1.711914
561.65,-0.393066,-0.053711,1.921387
561.66,-0.105957,-0.135742,1.93457
561.67,0.208984,-0.297852,1.96582
561.68,0.487793,-0.410645,2.022461
561.69,0.619629,-0.659668,1.854492
561.7,0.581055,-0.874023,1.421875
561.71,0.788574,-1.019043,1.364258
561.72,1.038086,-1.011719,0.918457
561.73,1.058594,-0.934082,0.284668
561.74,0.900391,-0.791504,0.093262
561.75,0.720215,-0.541016,-0.054199
561.76,0.645996,-0.229004,-0.22998
561.77,0.519531,0.149414,-0.046875
561.78,0.287109,0.545898,0.026367
561.79,-0.022949,0.860352,0.051758
561.8,-0.248047,1.088867,0.112305
561.81,-0.391113,1.185547,0.313965
561.82,-0.474609,1.424805,0.875
561.83,-0.403809,1.389648,0.854004
561.84,-0.280273,1.09668,0.898926
561.85,0.062988,0.72998,1.292969
561.86,0.335449,0.275391,1.759766
561.87,0.491211,0.001953,2.213867
561.88,0.494629,-0.015137,2.232422
561.89,0.573242,-0.183105,1.966309
561.9,0.775391,-0.503906,1.824707
561.91,0.904297,-0.89502,1.789551
561.92,0.911621,-1.163086,1.503418
561.93,0.589355,-1.128418,1.127441
561.94,0.375977,-1.077637,0.675781
561.95,0.245605,-0.989258,0.172852
561.96,-0.052734,-0.776855,-0.041016
561.97,-0.191406,-0.462891,-0.285156
561.98,-0.34668,-0.185547,-0.183594
561.99,-0.550781,0.146484,0.030273
562.0,-0.564453,0.553711,0.018066
562.01,-0.462402,0.854004,-0.020996
562.02,-0.479492,1.213379,0.443848
562.03,-0.703125,1.489746,1.164551
562.04,-0.661133,1.208984,1.256348
562.05,-0.51416,0.73291,1.205078
562.06,-0.342285,0.348145,1.48584
562.07,-0.309082,0.05127,1.811523
